2004–	2004-
vuoigatvuođagažalddagaid	vuoigatvuođagažaldagaid
vuoigatvuođahámáŧ	vuoigatvuođahámat
vuoigatvuođalaccat	vuoigatvuođalaččat
vuoigatvuođay	vuoigatvuođat
vuoigatvuođaŧ	vuoigatvuođat
vuoigatvuođe	vuoigatvuođa
vuoigavuohta	vuoigatvuohta
vuoigavuođadiehtagiid	vuoigatvuođadiehtagiid
vuoigavuođaid	vuoigatvuođaid
vuoim-mis	vuoimmis
vuoim-málaččat	vuoimmálaččat
vuoimmaide	vuimmiide
vuoinnastit	vuoiŋŋastit
vuoinnjasta	vuoiŋŋasta
vuoinnjastahtidit	vuoiŋŋastahttit
vuoinnjastahttima	vuoiŋŋastahttima
vuoinnjastahttit	vuoiŋŋastahttit
vuoinnjastan	vuoiŋŋastan
vuoinnjastandilli	vuoiŋŋastandilli
vuoinnjastit	vuoiŋŋastit
vuoite	vuoitte
vuoittohallan	vuoittáhallan
vuoittohallat	vuoittáhallat
vuoittohalle	vuoittáhalle
vuoitut	vuoittut
vuojadanbasseanga	vuojadanbasseaŋŋa
vuojadansálle	vuojadansále
vuojadanálddi	vuojadanálddis
vuojedettiin	vuojádettiin
vuojidettin	vuojidettiin
vuoktačuohppahagas	vuoktačuohpahagas
vuoktačuohppahat	vuoktačuohpahat
vuolabealde	vuolábealde
vuoldde	vuolde
vuolen	vuolis
vuolga	vuolgá
vuolgadis	vuolgagis
vuolge	vuolgge
vuolggahansádji	vuolggasadji
vuolggašii	vuolggášii
vuollaibáza	vuolláibáza
vuolláibáhcahagain	vuolláibáhcagiin
vuolláibázahaga	vuolláibáhcaga
vuolláibázahusas	vuolláibáhcagis
vuollaičálli	vuolláičálli
vuollaičállon	vuolláičállon
vuolleleabbui	vuollelebbui
vuolláičállan	vuolláičállán
vuoodieuid	vuođđodieđuid
vuoofágas	vuođđofágas
vuooáššit	vuođđoáššit
vuorbadeamis	vuorbádeamis
vuorbadit	vuorbádit
vuordamušat	vuordámušat
vuorddetkeahtes	vuorddekeahtes
vuoridt	vuordit
vuorkagovva	vuorkágovva
vuorkkagovat	vuorkkágovat
vuorkkain	vuorkkáin
vuorohuvvojit	vuoruhuvvojit
vuortnoheigga	vuortnuheigga
vuoru-hemiid	vuoruhemiid
vuoruhanbijjuid	vuoruhanbijuid
vuosargga	vuossárgga
vuose-husa	vuosehusa
vuose-husaid	vuosehusaid
vuose-husbihtá	vuosehusbihtá
vuosi-huvvojit	vuosihuvvojit
vuosta	vuostá
vuostabealde	vuosttabealde
vuostaiválddiidet	vuostáiválddiidet
vuostaiváldit	vuostáiváldit
vuostalastima	vuostálastima
vuostalasvuhtii	vuostálasvuhtii
vuostalasvuohta	vuostálasvuohta
vuostalasvuođaide	vuostálasvuođaide
vuostalda	vuosttalda
vuostaldit	vuosttaldit
vuostamužžan	vuosttamužžan
vuostas	vuosttas
vuostaš	vuosttaš
vuostažettiin	vuosttažettiin
vuostažettin	vuosttažettiin
vuostehagu	vuostehágu
vuostehahku	vuosteháhku
vuostelas	vuostálas
vuosteággavuogádaŧ	vuosteággavuogádat
vuostilda	vuosttilda
vuostildit	vuosttildit
vuostta-žettiin	vuosttažettiin
vuosttalastti	vuostálasti
vuosttalasttit	vuostálastit
vuosttasjienasteaddjiŧ	vuosttasjienasteaddjit
vuosttasvuoigatvuoda	vuosttašvuoigatvuođa
vuosttasvuoigatvuodain	vuosttašvuoigatvuođain
vuosttaá	vuosttaš
vuosttašiin	vuosttažin
vuosttašin	vuosttažin
vuosttažettin	vuosttažettiin
vuosttálaga	vuostálaga
vuosttálasttii	vuostálasttii
vuosttážettiin	vuosttažettiin
vuostálast	vuostálaste
vuostálastaše	vuostálasttáše
vuostálastejit	vuostálastet
vuostálastemen	vuostálastimen
vuostálastemiidde	vuostálastimiidda
vuostálasttá	vuostálastá
vuostálašvuohta	vuosttálašvuohta
vuostálašvuođa	vuosttálašvuođa
vuostánoadi	vuostánoađi
vuosárgga	vuossárgga
vuosátiváldimiidda	vuostáiváldimiidda
vuovdekeahttá	vuovddekeahttá
vuovdeossodaŧ	vuovdeossodat
vuovdinfállovuogiŧ	vuovdinfállovuogit
vuovdnájat	vuovdnát
vuovdájat	vuovdát
vuođolaččat	vuđolaččat
vuođolaš	vuđolaš
vuođoštit	vuođuštit
vuođos	vuođus
vuođđalága	vuođđolága
vuođđaoskuvladási	vuođđoskuvladási
vuođđobákteguovlluŧ	vuođđobákteguovllut
vuođđoduvvon	vuođđuduvvon
vuođđoduvvui	vuođđuduvvui
vuođđoelementtaid	vuođđoelemeanttaid
vuođđogeainnuŧ	vuođđogeainnut
vuođđonoađiŧ	vuođđonoađit
vuođđoskuvlain	vuođđoskuvllain
vuođđu-duvvojit	vuođđuduvvojit
vuođđuduvui	vuođđuduvvui
vuođđuduvvoi	vuođđuduvvui
vuođđuealáhussan	vuođđoealáhussan
vuođđukurssa	vuođđokurssa
vuođđuskuvla	vuođđoskuvla
vuođđuskuvlla	vuođđoskuvlla
vuođđuskuvllain	vuođđoskuvllain
vuođđuskuvllas	vuođđoskuvllas
vuošttaš	vuosttaš
vuoššestit	vuoššastit
vurrolagai	vurrolagaid
vuđoleabbut	vuđoleappot
vuđđolaččat	vuđolaččat
vvváikkuhusat	váikkuhusat
váccedettin	váccedettiin
váccet	vázzet
váddobastiid	váddobasttiid
vádjehis	vádjegis
váhkkodiimmut	vahkkodiimmut
váhkku	vahkku
váhko	vahku
váhkos	vahkus
váhkosaš	vahkkosaš
váhnemiiddeset	váhnemiiddiset
váhnemiide	váhnemiidda
váhnemiideaset	váhnemiiddiset
váhnemiideasetguin	váhnemiiddisetguin
váhnemiinnes	váhnemiinnis
váhnenkeahttás	váhnenkeahtes
váhnenmidda	váhnemiidda
váhneráđđi	váhnenráđđi
váhágiid	vahágiid
váhágin	vahágin
váhát	vahát
váibbihan	váibbahan
váibbihii	váibbahii
váibbihit	váibbahit
váibbitan	váibbahan
váibmolađisvuohta	váibmoláđisvuohta
váidalanásahuš	váiddaásahus
váidan	váidán
váiddagiidda	váidagiidda
váidinvuoigatvuoda	váidinvuoigatvuođa
váidinvuoigatvuodas	váidinvuoigatvuođas
váigadas	váigadis
váihkkuhusat	váikkuhusat
váikkkuhangaskaoamit	váikkuhangaskaoamit
váikkkuhusat	váikkuhusat
váikkoha	váikkuha
váikkohan	váikkuhan
váikkohangaskaomiid	váikkuhangaskaomiid
váikkoheamin	váikkuheapmin
váikkohit	váikkuhit
váikkohus	váikkuhus
váikkohusaid	váikkuhusaid
váikku	vaikko
váikku-han	váikkuhan
váikku-hanvejolašvuođat	váikkuhanvejolašvuođat
váikkuheaddjjiiguin	váikkuheddjiiguin
váikkutit	váikkuhit
váikuha	váikkuha
váikuhit	váikkuhit
váilevašvuoda	váilevašvuođa
váillatan	váillahan
váillevaš	váilevaš
váilojit	váilot
váilomin	váilumin
váishit	vásihit
váivášuvvat	váivašuvvat
vájolašvuođa	vejolašvuođa
vákšudemiide	vákšodemiide
vákšujeaddji	vákšojeaddji
válaštallan	valáštallan
válaštallanskuvllas	valáštallanskuvllas
válaštallanfeastta	valáštallanfeastta
válda	váldá
váldan	váldán
válddahalla	válddahallá
válddahallamistis	válddahallamisttis
válddan	válddán
válddašii	válddášii
válddiidettiin	válddidettiin
válddimiidda	váldimiidda
válddá	váldá
váldii	válddii
váldiŧ	váldit
váldodokomeanta	váldodokumeanta
váldogirdifierbmádaŧ	váldogirdifierpmádat
váldogirdiruvttuŧ	váldogirdiruvttut
váldogáaldat	váldogažaldat
váldogážaldat	váldogažaldat
váldojuvvoi	váldojuvvui
váldojuvvonn	váldojuvvon
váldokapitala	váldokapitála
váldoluohttamušaide	váldoluohttámušaide
váldonjuolggádusain	váldonjuolggadusain
váldoorgasnisašuvnnaide	váldoorganisašuvnnaide
váldoovttasbargoguoim-mit	váldoovttasbargoguoimmit
váldopoastain	váldopoasttain
váldoáššálaccat	váldoáššálaččat
váldó	váldo
válgadigge	válgadiggi
válgadohkálaš-vuohta	válgadohkálašvuohta
válgagiccu	válgagičču
válgagivvus	válgagilvvus
válgalohpparehkenastin	válgaloahpparehkenastin
válgobargu	váldobargu
válhastivrra	válgastivrra
váljejuvvo	válljejuvvo
váljejuvvon	válljejuvvon
váljemiidda	válljemiidda
váljen	válljen
váljet	válljet
váljii	válljii
váljis	valjis
váljje	vállje
váljjejit	válljejit
váljjejuvvon	válljejuvvon
váljjejuvvui	válljejuvvui
váljjejuvvun	válljejuvvon
váljjemii	válljemii
váljjemiidda	válljemiidda
váljjen	válljen
váljjet	válljet
váljjii	válljii
váljjis	valljis
vállejit	válljejit
vállejuvvot	válljejuvvot
válljejuvui	válljejuvvui
válljejuvvba	válljejuvvoba
válljejuvvoi	válljejuvvui
válljemistis	válljemisttis
válljeuvvot	válljejuvvot
válljis	valljis
válljji	válljii
válmmahuššadettiinis	válmmahušadettiinis
válvgaguovllu	válgaguovllu
váláštallafágain	valáštallanfágain
váláštallamiid	valáštallamiid
váláštallan	valáštallan
váláštallanfágaid	valáštallanfágaid
vánes	vánis
váraieđuheames	váraheames
váriabeliin	variábeliin
várohus	váruhus
várohusaide	váruhusaide
várohussii	váruhussii
várrejuvvojjit	várrejuvvojit
várrelahtui	várrelahttui
várrogagasvuođaide	várrogasvuođaide
várrá	várra
vártnohis	vártnuhis
várttisvuohta	váttisvuohta
vási-hus	vásihus
vási-husaid	vásihusaid
vási-husain	vásihusain
vássan	vássán
vássanáiggi	vássánáiggi
vástadus	vástádus
vástadusa	vástádusa
vástadusskovit	vástádusskovit
vástidiii	vástidii
vástiideigga	vástideigga
vástiidit	vástidit
vásttošta	vásttosta
vásttoštit	vásttostit
váttivuođat	váttisvuođat
vávvateahter	vávváteáhter
vázzan	vázzán
váøga	válga
váčči	vácci
váčče	vácce
vášis	vašis
vážžit	vázzit
ytringsfrihetskommisjona	Ytringsfrihetskommisjona
Áfrihkas	Afrihkás
Áfrihkkás	Afrihkás
Áfriika	Afrihkká
Áfriikii	Afrihkkái
Áfriikka	Afrihká
Áfriikkas	Afrihkás
ÁhKKU	áhkku
Áhkanas	Áhkkanas
Áhki	Ahki
Áhčežen	Áhčážan
Áiddo	Aiddo
Áidejávvris	Áidejávrris
Áigai	Áigái
Áiggid	Áiggiid
Áiggon	Áiggun
Áiggumuš	Áigumuš
Áigumus	Áigumuš
Áilluhažžain	Áillohaččain
Áisároaivvis	Áisaroaivvis
Áitesávu	Áitesavu
Ákkastepmi	Ákkasteapmi
Álbmotmusas	Álbmotmuseas
Álgofápmo	Álgofápmu
Áltagas	Álttagas
Áltta	Álttá
Áltta-áššis	Áltá-áššis
Álttas	Álttás
Álttavuona	Álttávuona
Ámeriika	Amerihkká
Ámeriikalaččat	Amerihkálaččat
Ámeriikii	Amerihkkái
Ámeriikka	Amerihká
Ámeriikkas	Amerihkás
Ánárjoga	Anárjoga
Árbevirolaccat	Árbevirolaččat
Áreálaplána	Areálaplána
Árvidsjávrri	Árvvesjávrri
Árvidsjávrái	Árvvesjávrái
Átlantta	Atlanta
Áviisasáhpan	Áviisasáhpán
Áššejodiheaddjiid	Áššejođiheddjiid
Áššenr	Áššenr.
Äärela	Äärelä
Åbo:as	Åbos
Åerjelhsaemien	Åarjelsaemien
Ålandda	Ålándda
Æsj	Eašš
Ætnamsearvi	Ætnansærvi
Ætnamsearvvi	Ætnansærvvi
Øyind	Øyvind
áaivve	aivve
ábaide	ábiide
ábbonat	ábbunat
ábortta	abortta
áddejuvvoŧ	áddejuvvot
áddestalla	áddestallá
áddi	addi
áddjat	ádját
áddjáža	ádjáža
áddo	addo
áddojuvvo	addojuvvo
áddái	addái
ádja	ádjá
ádjaid	ádjáid
ádjain	ádjáin
ádjas	áddjás
ádjága	ádjaga
áevvoštallat	árvvoštallat
ágibeaivvi	agibeaivvi
ágii	ággii
áhki	ahki
áhkidis	ahkidis
áhkkobat	áhkkubat
áhkos	áhkoš
áhperávnnjiŧ	áhperávnnjit
áhčeseani	áhčešeani
áhččam	áhččán
ái-gái	áigái
áibbás	áibbas
áica	áicca
áicalmas	áiccalmas
áicalmasaide	áiccalmasaide
áicalmassi	áiccalmassii
áiccamat	áicamat
áidan	áidna
áiddobeliid	aiddobeliid
áidná	áidna
áidojuvvvon	áidojuvvon
áig-ge	áigge
áiga	áigá
áigai	áigái
áige	áigge
áige-guovdilis	áigeguovdilis
áigeguov-dilis	áigeguovdilis
áigeguovdálaš	áigeguovdilis
áigehuvvamiidda	áiggehuvvamiidda
áigekompenašuvdna	áigekompensašuvdna
áigeráddjejuvvoŧ	áigeráddjejuvvot
áigges	áiggis
áiggii	áiggiid
áiggušeimmet	áiggošeimmet
áiggušii	áiggošii
áigiid	áiggiid
áigiodagas	áigodagas
áigiá	áigái
áigáš	áiggáš
áirasiiidda	áirasiidda
áirsasa	áirasa
áirrasa	áirasa
áirrasat	áirasat
áirrasiid	áirasiid
áirrasiin	áirasiin
áita	áitá
áittardeaddjiŧ	áittardeaddjit
áitto	aitto
áivve	aivve
ájehaddat	ájahaddat
ájehadden	ájahadden
ájehattan	ájahattan
áktiiva	aktiiva
álb-moga	álbmoga
álb-motšuoŋaid	álbmotšuoŋaid
álbma	albma
álbmaládje	albmaládje
álbmefuoddariin	álbmefuođđariin
álbmogs	álbmogis
álbmosii	albmosii
álbmotallaskovlla	álbmotallaskuvlla
álbmotmeahciš	álbmotmeahcis
álbmotregistárii	álbmotregistarii
álbmotrivttiiin	álbmotrivttiin
álddui	áldduid
álde	alde
álfarot	álfárot
álga	álgá
álgahan	álggahan
álgahuvvon	álggahuvvon
álgan	álgán
álggahuvvoi	álggahuvvui
álggahán	álggahan
álggaše	álggáše
álggi	álggii
álggugeahčen	álgogeahčen
álggáhit	álggahit
álginsátnistis	álginsánistis
álgodahkii	áigodahkii
álgogáldduid	álgogálduid
álgovuolggalaccat	álgovuolggalaččat
álgoálbmo-giid	álgoálbmogiid
álgoálbmoat	álgoálbmogat
álgumuš	áigumuš
álkiibun	álkibun
álkkes	álkes
álkkibun	álkibun
álkkibuin	álkibuin
álkkidivččii	álkidivččii
álkkimus	álkimus
álkkit	álkit
állergiija	allergiija
álmmohit	álmmuhit
álmmohuvvon	almmuhuvvon
álmmolaččat	almmolaččat
álmmolaš	almmolaš
álmmolašvuhtii	almmolašvuhtii
álmmolašvuohta	almmolašvuohta
álmmá	almmá
áltagas	álttagas
álttás	Álttás
ámadáju	ámadaju
ámadájut	ámadajut
ámerihkalaš	amerihkálaš
ámeriikalaččat	amerihkálaččat
ámmástis	ámmáhisttis
ándagassi	ándagassii
ángir	áŋgir
ánssaša	ánssáša
ánssašan	ánssášan
ánssašin	ánssášin
ánssašit	ánssášit
ánssašivčče	ánssášivčče
ánssásivčče	ánssášivčče
ánššášit	ánssášit
áobbas	áibbas
ápotehka	apotehka
árbbolaččaŧ	árbbolaččat
árbevierolaš	árbevirolaš
árbevir-olaš	árbevirolaš
árbevirlolaš	árbevirolaš
árbevirolaccat	árbevirolaččat
árbeviruid	árbevieruid
árbmut	árpmut
árenas	arenas
árjjaklaš	árjjalaš
árjjalaccat	árjjalaččat
árktisa	Árktisa
árpmikeahttá	árpmitkeahttá
ártihkkalis	artihkkalis
ártisttaide	artisttaide
ártisttaiguin	artisttaiguin
ártisttat	artisttat
árvalasttá	árvalastá
árvesáni	árvosáni
árvesátni	árvosátni
árvevieru	árbevieru
árvevierut	árbevierut
árvideeamis	árvideamis
árvlan	árvalan
árvlasttá	árvalastá
árvobábirmárkánat	árvobábirmárkanat
árvoštalla	árvvoštallá
árvoštallan	árvvoštallan
árvoštallat	árvvoštallat
árvvostallat	árvvoštallat
árvvoštalallaba	árvvoštallaba
árvvoštalašivččii	árvvoštalašii
árvvoštalla	árvvoštallá
árvvoštallajuvvo	árvvoštallojuvvo
árvvoštallamiida	árvvoštallamiidda
árvvoštallid	árvvoštalliid
árvvoštallojuvvoi	árvvoštallojuvvui
árvvošteamiin	árvvoštemiin
árvuvuođu	árvovuođu
ása-huvvomin	ásahuvvomin
ásadeamiin	ásademiin
ásahuat	ásahusat
ásahuvui	ásahuvvui
ássaŧ	ássat
ásside	ássiide
ássiŧ	ássit
ássándoarjaga	ássandoarjaga
átestit	áŧestit
átmosfearai	átmosferii
áttáše	attáše
ávcca	ávccá
ávdinin	ávdimin
ávesuvnnas	akšuvnnas
áviisaid	áviissaid
áviisain	áviissain
ávisii	áviisii
ávkkalaš	ávkkálaš
ávkkálaccat	ávkkálaččat
ávkkálaččaŧ	ávkkálaččat
ávkkástalln	ávkkástallan
ávnnalaš	ávnnaslaš
ávnnasliiggiŧ	ávnnasliiggit
ávtán	ávttán
ávuoigatvuođaiguin	vuoigatvuođaiguin
ávvirriidda	ávviriidda
ávvu-deami	ávvudeami
ávzzuhit	ávžžuhit
ávččuha	ávžžuha
ávžžuhuvvjot	ávžžuhuvvojit
áđđama	ađđama
áŋgirdeaddji	áŋggirdeaddji
áŋgirušša	áŋgiruššá
áŋguruššansuorggi	áŋgiruššansuorggi
áŋkke	aŋkke
áŋkkur	áŋkor
ášsi	ášši
áššai	áššái
áššaskuhtton	áššáskuhtton
áššebáhpirid	áššebáhpiriid
áššehaččaide	áššehasaide
áššehažžii	áššehassii
áššetemet	áššetemát
áššečuoččaldahttiŧ	áššečuoččáldahttit
áššečuoččileddjiid	áššečuožžileddjiid
áššid	áššiid
áššiguin	áššiiguin
áššiš	áššis
áššá-skuhttimiidda	áššáskuhttimiidda
áššái-duhttomiidda	áššáiduhttomiidda
áššáiguoskevaccat	áššáiguoskevaččat
áššáskuhttema	áššáskuhttima
áššáškuhttojuvvo	áššáskuhttojuvvo
åarjelsámegiela	oarjelsámegiela
åarjelsámegillii	oarjelsámegillii
økologalaš	ekologalaš
Čahcesullos	Čáhcesullos
Čalbmetbealskaidi	Čalbmebealskáidi
Čarajávrris	Čárajávrris
Čerus	Čeroš
Čiavrrasmielli-Govdasavvon	Čievramielli-Govdasavvon
Čikŋá	Čikŋa
Čoaigidanvuovddijohkii	Čoaigedanvuovddijohkii
Čoarbealit	Čoarbbealit
Čuodjilis	Čuoddjilis
Čuohca	Čuohcá
Čuorpmotgierragis	Šuorpmogierragis
Čuovzavárri	Čuovžavárri
Čuovzavárrái	Čuovžavárrái
Čuvvovaš	Čuovvovaš
Čáhccesuollo	Čáhcesullo
Čáhppoha	Čahppoha
Čáhppohii	Čahppohii
Čáhčesullos	Čáhcesullos
Čálbmelasiiguin	Čalbmelásiiguin
ČállidLágádus	ČálliidLágádus
Čálá	Čála
Čálálaš	Čálalaš
Čávžus	Čávžžus
čabbát	čábbát
čada	čađa
čadaha	čađaha
čadahuvvo	čađahuvvo
čaga	čága
čahcadaga	čáhcadaga
čahceloddi	čáhceloddi
čahci	čáhci
čajeha	čájeha
čajehedje	čájehedje
čajehit	čájehit
čajehivččet	čájehivččet
čajehá	čájeha
čalbmáičuohci	čalbmáičuohcci
čalgorganisašuvdna	čálgoorganisašuvdna
čalihit	čálihit
čalihivčče	čálihivčče
čalmmastuhttit	čalmmustuhttit
čalmmiguin	čalmmiiguin
čalmmii	čalmmiid
čalmmu-stahttet	čalmmustahttet
čalmmástit	čalmmustit
čaláhusgeainnu	čáláhusgeainnu
čappa	čáppa
čarveniibbiid	čoarveniibbiid
čarvvui	čárvvui
časkadit	čáskadit
časkan	časkán
časkat	čáskat
časkii	časkkii
čatnavaš	čatnevaš
čatnojuvvon	čadnojuvvon
čavgejuvvoi	čavgejuvvui
čazi	čázi
čaziide	čáziide
čaziiguin	čáziiguin
čađaheaigga	čađaheigga
čađahuvui	čađahuvvui
čažiide	čáziide
čeabaha	čeabáha
čeabellii	čeabehii
čeadnju	čeagŋu
čeahpastalle	čeahpástalle
čeahppes	čeahpes
čealkamuša	cealkámuša
čealká	cealká
čealkámuš	cealkámuš
čealkámuša	cealkámuša
čealkán	cealkán
čeavlat	čeavlát
čehpodagaide	čehppodagaide
čehpodahkii	čehppodahkii
čehppodagamet	čehppodahkamet
čhpegolgadeapmi	áhpegolgadeapmi
čibe	cibe
čiegus-vuođaid	čiegusvuođaid
čiehkačivččasteami	čiehkačievččasteami
čiehkačivččesteami	čiehkačievččasteami
čiekča	čiekčá
čiekčamit	čiekčamiid
čiekŋaleamosit	čiekŋalepmosit
čiekŋudanfálaladagaid	čiekŋudanfálaldagaid
čielgekeahttá	čilgekeahttá
čielgásit	čielgasit
čielkká	cealká
čietnjal	čieŋal
čietnjalasas	čiekŋalasas
čietnjalassii	čiekŋalassii
čietnjalat	čiekŋalat
čievččateamis	čievččasteamis
čievččestit	čievččastit
čieza	čieža
čiezajahkásačča	čiežajahkásačča
čikce	cikce
čikŋagas	čiŋadan
čilgasa	čielgasa
čilgejuvui	čilgejuvvui
čilgemeattun	čilgemeahttun
čilgestaga	čilgestage
čilá	čila
čilás	čilas
čoages	coages
čoagga-nit	čoagganit
čoaggánan	čoagganan
čoaggánit	čoagganit
čoahkima	čoahkkima
čoahkimii	čoahkkimii
čoahkimiin	čoahkkimiin
čoahkkai	čoahkkái
čoahkkehus	čohkkehus
čoahkkemii	čohkkemii
čoahkkimasteme	čoahkkimastime
čoahkkimastemen	čoahkkimastimen
čoahkkimistis	čoahkkimisttis
čoahkkimngohččumiid	čoahkkingohččumiid
čoahkkimt	čoahkkimat
čoahkkinortnegistis	čoahkkinortnegisttis
čoahkkánit	čoahkkanit
čoakkanit	čoahkkanit
čoakketkeahttá	čoakkikeahttá
čoakkimin	čoahkkimin
čoakkánmusihkár	čoakkánmusihkar
čoarbbelnorasdávttis	čoarbbealnorasdávttis
čoarbealis	čoarbbealis
čoavddekeahtta	čoavddekeahttá
čohkanlottid	čohkkánlottiid
čohkedit	čohkkedit
čohkkai	čohkkái
čohkkanlottiid	čohkkánlottiid
čohkkket	čohkket
čohkkádusaide	čoahkkádusaide
čohkkádussii	čoahkkádussii
čohkái	čohkkái
čorbmaasturrosaš	čorpmasturrosaš
čorgevahkus	čorgenvahkus
čoskida	čoskkiida
čovddosiid	čovdosiid
čovddosa	čovdosa
čovdit	čoavdit
čovdosit	čovdosiid
črvala	árvala
čujonassaid	čujonasaid
čujuheamiin	čujuhemiin
čujuhuvvojuvvojit	čujuhuvvojit
čujuhá	čujuha
čujuhán	čujuhan
čuo-jahit	čuojahit
čuohca	čuohcá
čuohčá	čuohcá
čuojaheaddjiguin	čuojaheddjiiguin
čuotnjaga	čuotnjága
čuovganeapmai	čuovganeapmái
čuovgii	čuvgii
čuovvavaš	čuovvovaš
čuovvo	čuovvu
čuovvoba	čuovvuba
čuovvogoahtán	čuovvugoahtán
čuovvovas	čuovvovaš
čuozzovaš	čuožžovaš
čuozzuhusat	čuoččuhusat
čuoččilan	čuožžilan
čuoččilii	čuožžilii
čuoččilit	čuožžilit
čuoččuhuvui	čuoččuhuvvui
čuoŋumánu	cuoŋománu
čuoŋá	čuonjá
čuožžildan	čuožžilan
čuožžuha	čuoččuha
čuožžuhit	čuoččuhit
čuožžuhusaide	čuoččuhusaide
čuvge-juvvo	čuvgejuvvo
čuvgehiid	čugehiid
čuvvodeaddjiŧ	čuvodeaddjit
čuvvovaččaid	čuovvovaččaid
čuvvovaččat	čuovvovaččat
čuvvovaš	čuovvovaš
čábbat	čábbát
čácis	čázis
čádnon	čadnon
čágalduhttet	čagalduhttet
čáhcai	čáhcái
čáhcceloddiid-čivggaid	čáhcelottečivggaid
čáhce	čáhci
čáhcebohtala	čáhcebohttala
čáhcelottid	čáhcelottiid
čáhcelottimoniid	čáhcelottemoniid
čáhcerájiŧ	čáhcerájit
čáhcevuoigat-vuođaid	čáhcevuoigatvuođaid
čáhcevuoigavuođaid	čáhcevuoigatvuođaid
čáhpes	čáhppes
čáhppesmurjjiguin	čáhppesmurjjiiguin
čáhppojuvvot	cáhppojuvvot
čáhčeskáluid	čáhceskáluid
čáhči	čáhci
čáilihuvvot	čálihuvvot
čájahus	čájáhus
čájahusa	čájáhusa
čájahusas	čájáhusas
čájahusgovva	čájáhusgovva
čájalmasain	čájálmasain
čájehuvui	čájehuvvui
čájehuvvoi	čájehuvvui
čájehá	čájeha
čájekeahttá	čájetkeahttá
čájálamas	čájálmas
čájálamsaide	čájálmasaide
čákčamánu	čakčamánu
čákčat	čakčat
čálalašan	čálalažžan
čálbmelasiid	čalbmelásiid
čálbmelasiiguin	čalbmelásiiguin
čálbmi	čalbmi
čálbmái	čalbmái
čálgofáláldagaid	čálgofálaldagaid
čáliid	čálliid
čálistiii	čálistii
čálla	čállá
čállan	čállán
čálligoahtet	čálligohtet
čálliiga	čáliiga
čállistit	čálistit
čállojuvui	čállojuvvui
čállojuvvion	čállojuvvon
čállágiid	čállagiid
čállšn	čállán
čálmmeheapmi	čalmmeheapme
čálmmiguin	čalmmiiguin
čálmmostahttit	čalmmustahttit
čálmmosteapmi	čalmmusteapmi
čálmmusteapmi	čalmmusteapmi
čálmmustumiid	čalmmustumiid
čálálaččat	čálalaččat
